age,education,gender,hours-per-week,earning
22,10,1,40, <=50K
48,8,1,40, <=50K
30,5,0,40, <=50K
32,13,0,40, <=50K
39,9,0,40, <=50K
49,10,0,40, >50K
25,13,1,40, <=50K
50,13,1,40, >50K
44,9,0,40, <=50K
65,11,0,60, <=50K
28,12,0,60, <=50K
55,13,1,40, <=50K
49,13,1,50, <=50K
31,9,1,12, <=50K
47,9,1,40, >50K
45,9,0,40, >50K
35,9,1,40, <=50K
34,13,0,60, <=50K
49,9,0,40, <=50K
39,10,1,35, <=50K
27,9,1,42, <=50K
42,9,0,40, <=50K
60,3,0,30, >50K
64,9,0,40, <=50K
33,10,0,48, >50K
23,10,1,40, <=50K
45,14,0,50, >50K
34,9,1,40, <=50K
53,9,1,37, <=50K
22,6,0,30, <=50K
57,9,1,35, <=50K
20,10,1,8, <=50K
23,4,0,40, <=50K
31,7,0,40, <=50K
23,13,0,22, <=50K
30,9,1,40, <=50K
32,13,1,50, >50K
42,12,1,40, >50K
51,4,0,40, <=50K
59,13,0,40, >50K
36,13,1,40, <=50K
45,9,0,40, <=50K
35,11,0,50, >50K
33,4,0,40, <=50K
43,11,1,40, <=50K
60,9,1,40, >50K
37,13,0,55, >50K
35,10,1,40, <=50K
36,10,0,52, <=50K
38,15,0,50, >50K
54,4,0,40, <=50K
51,11,0,40, >50K
45,12,0,45, >50K
63,10,1,40, <=50K
51,10,0,40, >50K
58,14,0,18, <=50K
64,9,1,40, <=50K
20,10,0,40, <=50K
44,13,0,40, >50K
39,13,1,48, <=50K
45,10,1,40, <=50K
44,16,0,55, >50K
22,10,1,40, <=50K
63,9,0,40, >50K
26,11,0,40, <=50K
42,13,0,45, <=50K
20,9,1,25, <=50K
29,14,0,40, >50K
38,13,0,40, <=50K
25,9,0,40, <=50K
27,13,0,50, <=50K
46,11,1,40, <=50K
31,10,0,60, <=50K
24,11,0,35, <=50K
43,10,0,50, >50K
23,8,0,21, <=50K
32,9,1,37, <=50K
44,9,0,40, <=50K
40,13,0,40, <=50K
38,9,0,40, <=50K
23,11,0,40, <=50K
19,10,1,10, <=50K
41,10,0,40, <=50K
48,9,0,40, <=50K
23,10,0,40, <=50K
47,12,1,35, <=50K
42,9,0,40, <=50K
17,6,1,10, <=50K
29,15,1,70, <=50K
21,10,1,20, <=50K
18,7,0,27, <=50K
31,9,0,40, >50K
27,13,1,40, <=50K
29,16,0,40, <=50K
23,13,1,45, <=50K
41,14,0,55, >50K
46,13,0,35, >50K
34,10,1,25, <=50K
42,9,0,24, <=50K
18,9,1,15, <=50K
46,9,0,37, <=50K
18,7,0,15, <=50K
52,10,0,40, >50K
56,9,1,40, <=50K
21,11,0,40, <=50K
22,9,0,20, <=50K
31,13,1,45, <=50K
41,9,0,60, <=50K
25,10,1,40, <=50K
43,13,0,60, <=50K
45,9,1,40, <=50K
26,10,0,60, <=50K
90,10,0,35, <=50K
45,13,0,40, >50K
30,13,1,40, >50K
42,10,0,40, <=50K
20,10,0,35, <=50K
53,13,0,40, >50K
64,9,1,38, <=50K
56,4,0,20, <=50K
42,10,0,40, >50K
26,13,1,40, >50K
31,12,1,40, <=50K
40,13,1,40, <=50K
58,10,0,40, <=50K
41,13,0,40, <=50K
58,9,0,47, <=50K
62,14,0,60, >50K
65,13,0,60, >50K
40,10,0,40, <=50K
45,10,0,40, >50K
22,9,0,55, <=50K
23,10,0,20, <=50K
63,14,0,50, >50K
39,13,0,50, >50K
37,10,0,40, <=50K
25,13,0,40, <=50K
56,7,0,50, <=50K
32,10,0,50, <=50K
53,10,1,40, >50K
32,11,0,40, <=50K
23,7,0,60, >50K
35,7,0,90, <=50K
51,10,0,65, >50K
19,10,1,20, <=50K
41,7,0,40, <=50K
22,6,0,25, <=50K
23,9,1,40, <=50K
36,14,0,40, >50K
27,10,1,25, <=50K
45,11,0,40, <=50K
23,9,0,25, <=50K
21,7,1,40, <=50K
44,14,0,40, >50K
29,13,0,40, >50K
36,11,0,60, <=50K
18,5,0,40, <=50K
62,8,0,40, >50K
25,10,0,40, <=50K
34,12,1,45, <=50K
31,13,1,50, >50K
37,13,0,40, >50K
33,13,0,40, <=50K
22,10,1,30, <=50K
28,12,0,30, <=50K
22,10,0,25, <=50K
47,9,0,40, >50K
67,7,0,3, <=50K
20,6,0,40, <=50K
34,13,0,70, <=50K
26,15,0,60, >50K
36,10,0,44, >50K
28,9,0,40, <=50K
22,9,0,40, <=50K
47,10,1,35, <=50K
33,11,0,45, <=50K
34,14,1,40, >50K
25,9,0,40, <=50K
37,5,0,50, <=50K
36,9,0,40, <=50K
61,13,0,30, <=50K
74,5,0,40, <=50K
57,10,0,40, <=50K
55,16,0,40, <=50K
20,9,1,40, <=50K
43,9,1,44, <=50K
54,9,0,40, >50K
25,10,1,40, <=50K
42,10,0,40, <=50K
23,10,1,35, <=50K
17,7,0,10, <=50K
39,9,0,40, <=50K
63,4,1,40, <=50K
19,10,1,30, <=50K
56,13,0,50, >50K
33,13,0,45, >50K
37,13,0,50, <=50K
27,4,0,45, <=50K
36,13,0,40, <=50K
30,9,0,65, >50K
22,13,0,55, <=50K
35,10,0,40, <=50K
20,9,0,45, <=50K
18,10,1,40, <=50K
25,8,0,40, <=50K
53,14,1,54, >50K
21,10,1,40, <=50K
19,9,1,35, <=50K
34,9,0,30, <=50K
32,10,1,40, <=50K
20,10,0,40, <=50K
70,4,0,25, <=50K
57,13,0,40, >50K
54,10,0,50, <=50K
34,11,0,40, <=50K
48,10,0,40, >50K
42,7,1,40, <=50K
45,9,0,40, <=50K
27,10,0,40, <=50K
51,6,0,40, <=50K
36,10,1,65, <=50K
33,10,0,40, <=50K
50,10,0,40, <=50K
44,13,0,50, >50K
39,14,0,40, >50K
55,5,0,25, <=50K
24,10,1,40, <=50K
35,9,0,40, <=50K
32,8,0,40, <=50K
66,13,0,40, >50K
68,9,1,30, <=50K
29,7,0,60, <=50K
24,13,0,40, <=50K
61,5,0,40, <=50K
34,9,0,44, >50K
55,15,0,35, >50K
20,10,0,36, <=50K
41,9,1,40, <=50K
36,9,0,84, <=50K
60,9,0,40, >50K
61,9,0,52, >50K
35,15,0,35, <=50K
42,13,0,50, >50K
26,13,0,40, <=50K
44,10,1,40, <=50K
31,14,0,25, <=50K
39,9,0,40, <=50K
20,10,1,24, <=50K
32,10,0,40, <=50K
32,9,0,40, <=50K
61,5,0,20, <=50K
54,10,1,40, <=50K
23,12,0,40, <=50K
19,9,0,3, <=50K
31,10,0,40, <=50K
35,3,0,40, <=50K
29,9,1,25, <=50K
29,9,1,40, <=50K
25,6,1,25, <=50K
46,13,1,40, <=50K
35,11,1,30, <=50K
20,6,0,40, <=50K
24,9,1,40, <=50K
48,9,1,37, <=50K
37,9,1,40, <=50K
60,9,0,40, <=50K
39,9,0,40, <=50K
29,10,1,38, <=50K
31,11,0,20, <=50K
38,11,0,40, >50K
26,12,0,40, <=50K
64,13,0,40, >50K
46,11,0,40, <=50K
69,9,0,8, <=50K
39,9,0,44, >50K
48,9,1,55, <=50K
46,9,1,40, <=50K
42,13,0,40, <=50K
39,9,1,54, >50K
50,14,0,40, >50K
24,13,1,40, <=50K
30,11,1,40, >50K
39,13,0,60, >50K
29,9,0,40, <=50K
23,7,1,38, <=50K
21,11,0,40, <=50K
32,6,0,40, <=50K
69,13,0,30, <=50K
55,9,0,40, <=50K
41,10,0,50, <=50K
44,13,0,52, >50K
18,7,0,40, <=50K
74,13,0,10, <=50K
40,16,0,40, >50K
27,9,0,40, <=50K
75,5,0,5, <=50K
55,9,1,40, <=50K
52,4,0,40, <=50K
54,10,1,48, <=50K
36,9,0,48, <=50K
76,10,0,8, <=50K
26,9,1,40, <=50K
18,7,0,20, <=50K
38,9,0,50, <=50K
50,13,0,40, >50K
19,10,1,25, <=50K
32,10,0,60, >50K
57,13,0,40, >50K
20,9,0,40, <=50K
27,10,1,40, <=50K
31,13,0,60, <=50K
60,3,1,40, <=50K
52,9,1,50, <=50K
61,4,0,40, <=50K
57,9,0,55, >50K
19,10,0,40, <=50K
59,15,0,25, <=50K
34,9,0,45, >50K
31,12,0,50, >50K
42,9,0,35, <=50K
70,10,1,6, <=50K
47,13,0,40, >50K
47,9,0,40, <=50K
29,10,0,45, >50K
27,7,0,40, <=50K
25,8,1,40, <=50K
51,13,0,60, >50K
28,9,1,40, <=50K
35,13,0,40, <=50K
36,10,0,60, >50K
54,14,1,40, <=50K
46,11,0,40, <=50K
52,11,1,35, <=50K
65,4,0,40, <=50K
43,11,0,40, <=50K
41,9,1,40, <=50K
34,13,1,45, <=50K
47,13,0,30, <=50K
49,14,0,56, >50K
21,10,1,25, <=50K
20,10,1,25, <=50K
18,8,0,40, <=50K
27,10,0,40, <=50K
34,9,0,50, <=50K
38,10,1,40, <=50K
24,9,0,40, <=50K
34,10,0,65, <=50K
47,9,0,50, >50K
27,9,1,40, <=50K
63,11,1,8, <=50K
34,10,0,40, >50K
25,10,0,50, <=50K
54,9,0,40, <=50K
19,10,1,35, <=50K
35,9,1,50, <=50K
24,10,0,70, >50K
26,10,1,35, <=50K
59,11,1,40, <=50K
43,16,1,40, <=50K
20,10,1,40, <=50K
41,9,0,40, <=50K
51,10,0,40, <=50K
27,9,1,40, <=50K
36,9,0,40, <=50K
25,10,0,60, <=50K
55,13,0,50, >50K
22,10,1,21, <=50K
58,16,0,40, <=50K
43,10,1,15, <=50K
39,11,1,20, >50K
40,5,1,40, <=50K
46,9,0,45, <=50K
54,9,1,20, <=50K
19,10,0,30, <=50K
24,9,0,40, <=50K
53,9,0,40, <=50K
24,14,0,13, <=50K
29,9,0,65, <=50K
56,10,0,50, >50K
54,9,0,40, >50K
21,10,1,30, <=50K
34,5,0,40, <=50K
56,7,1,40, <=50K
34,13,0,50, >50K
19,6,1,40, <=50K
32,9,0,65, >50K
48,9,1,52, <=50K
67,14,0,40, >50K
47,9,0,25, <=50K
52,9,0,60, >50K
40,2,1,40, <=50K
28,6,0,50, <=50K
41,13,0,50, >50K
57,2,0,40, <=50K
51,9,1,40, <=50K
26,7,1,35, <=50K
36,13,0,45, <=50K
33,10,0,50, >50K
46,13,0,45, >50K
50,9,1,40, <=50K
33,10,0,40, <=50K
77,9,0,20, <=50K
39,14,0,52, >50K
67,9,0,3, <=50K
35,12,1,24, <=50K
23,6,1,40, <=50K
37,11,1,45, >50K
41,9,0,50, >50K
60,12,0,35, >50K
32,13,0,55, <=50K
56,9,0,40, <=50K
45,11,1,40, <=50K
24,9,1,45, >50K
18,6,0,27, <=50K
31,9,0,40, <=50K
21,10,0,50, <=50K
45,13,0,55, >50K
23,10,1,40, <=50K
45,10,0,40, <=50K
18,7,1,25, <=50K
25,9,0,30, <=50K
31,9,0,40, <=50K
19,9,0,45, <=50K
41,13,0,40, >50K
74,15,1,20, <=50K
27,3,0,40, <=50K
23,9,1,40, <=50K
31,11,0,40, >50K
40,9,0,40, <=50K
41,9,0,40, >50K
25,14,0,20, <=50K
42,9,0,60, <=50K
24,13,1,40, <=50K
42,12,0,50, >50K
45,6,0,70, <=50K
52,9,0,40, >50K
34,11,0,40, <=50K
32,9,0,60, <=50K
54,9,0,45, <=50K
42,7,0,40, <=50K
32,13,0,40, >50K
40,10,1,20, <=50K
55,13,0,60, >50K
66,7,0,30, <=50K
52,14,0,40, <=50K
21,10,1,15, <=50K
33,13,1,40, >50K
52,11,0,50, >50K
28,3,1,40, <=50K
27,7,0,40, <=50K
42,13,1,50, <=50K
27,10,1,45, <=50K
47,11,0,40, >50K
19,9,1,40, <=50K
46,10,0,40, <=50K
55,9,1,25, <=50K
50,4,0,49, <=50K
32,10,1,50, <=50K
28,9,1,40, <=50K
23,9,1,40, <=50K
43,14,0,50, <=50K
34,13,0,40, >50K
19,10,0,40, <=50K
37,10,0,55, <=50K
27,13,1,40, <=50K
18,9,1,24, <=50K
31,10,1,40, <=50K
49,9,0,50, <=50K
26,15,0,60, <=50K
48,9,0,45, >50K
39,9,0,40, <=50K
41,9,1,40, <=50K
48,11,1,56, >50K
40,13,1,40, >50K
70,13,0,70, >50K
20,9,0,43, <=50K
38,3,0,75, <=50K
37,10,1,40, <=50K
49,10,1,40, >50K
51,9,0,40, >50K
43,2,0,40, <=50K
38,15,0,50, <=50K
18,7,0,36, <=50K
23,4,0,25, <=50K
34,9,0,40, <=50K
62,10,0,24, <=50K
33,10,0,40, <=50K
31,10,1,45, <=50K
64,10,1,40, <=50K
26,13,0,28, <=50K
55,10,0,40, <=50K
61,13,0,40, <=50K
37,9,0,40, >50K
78,13,0,15, <=50K
27,10,1,40, <=50K
49,9,0,42, <=50K
55,14,0,45, >50K
42,13,0,58, <=50K
22,9,1,40, <=50K
61,5,0,40, <=50K
64,13,0,5, <=50K
46,9,0,40, <=50K
24,13,0,40, <=50K
27,10,0,70, <=50K
47,9,0,55, >50K
18,10,0,15, <=50K
48,9,0,50, <=50K
50,9,0,40, <=50K
40,14,1,45, <=50K
56,6,0,40, <=50K
34,9,1,40, <=50K
56,13,0,40, <=50K
18,7,0,20, <=50K
21,10,1,25, <=50K
40,9,1,40, <=50K
27,9,0,50, <=50K
52,15,0,45, >50K
46,9,1,30, <=50K
23,9,1,40, <=50K
50,10,0,45, >50K
19,10,0,50, <=50K
20,9,0,40, <=50K
39,10,1,40, >50K
24,7,0,35, <=50K
72,11,1,40, <=50K
42,14,1,20, >50K
42,13,0,45, <=50K
51,13,0,50, <=50K
39,9,0,50, >50K
40,10,1,35, <=50K
34,10,0,55, >50K
19,7,0,40, <=50K
26,9,1,40, <=50K
45,13,1,50, >50K
28,14,1,40, >50K
30,13,0,40, >50K
32,9,1,40, <=50K
19,10,1,25, <=50K
21,9,0,35, <=50K
54,9,1,20, <=50K
62,15,0,30, >50K
25,10,0,48, <=50K
49,10,1,32, <=50K
32,9,0,40, >50K
26,10,0,40, <=50K
37,9,0,40, >50K
58,9,1,40, <=50K
37,10,1,45, >50K
41,9,1,40, <=50K
38,13,0,40, >50K
47,9,0,40, <=50K
42,9,0,35, <=50K
30,9,0,40, <=50K
43,10,0,40, >50K
34,9,0,40, <=50K
57,10,1,10, <=50K
46,7,0,40, <=50K
32,10,0,55, <=50K
20,5,1,11, <=50K
47,11,0,50, <=50K
55,9,0,20, <=50K
53,4,0,50, >50K
43,13,0,65, >50K
80,4,0,30, <=50K
24,10,1,40, <=50K
43,14,0,60, >50K
22,9,0,40, <=50K
40,10,0,40, <=50K
48,9,0,50, >50K
56,9,0,25, <=50K
34,7,0,84, <=50K
51,9,0,45, >50K
24,9,1,40, <=50K
19,9,1,40, <=50K
34,10,1,30, <=50K
24,9,0,40, <=50K
41,13,0,48, >50K
24,9,1,38, <=50K
22,10,0,40, <=50K
32,10,1,40, <=50K
41,13,1,55, <=50K
20,10,0,35, <=50K
31,9,0,40, <=50K
55,13,0,18, >50K
49,16,0,60, >50K
26,13,0,40, <=50K
27,9,0,70, <=50K
35,9,1,40, <=50K
40,9,0,60, <=50K
59,10,0,34, <=50K
61,10,0,45, >50K
31,9,1,40, <=50K
43,14,0,60, >50K
61,3,0,40, <=50K
54,12,1,30, <=50K
30,10,0,50, <=50K
20,10,1,50, <=50K
27,14,1,50, <=50K
44,10,0,60, <=50K
64,10,1,40, <=50K
55,9,1,40, <=50K
34,9,0,55, <=50K
61,9,1,35, <=50K
28,13,0,40, <=50K
34,9,1,40, <=50K
47,15,0,60, >50K
26,13,0,45, <=50K
35,7,0,40, <=50K
36,13,0,38, <=50K
47,13,0,40, >50K
17,7,1,25, <=50K
35,10,0,60, <=50K
33,14,0,20, <=50K
25,12,1,40, <=50K
18,6,0,10, <=50K
47,14,0,38, <=50K
44,9,1,30, <=50K
41,9,1,30, <=50K
30,13,1,40, <=50K
53,10,0,50, <=50K
53,9,1,20, <=50K
40,9,1,20, <=50K
24,10,0,24, <=50K
27,13,0,40, <=50K
50,3,0,37, <=50K
36,7,0,50, <=50K
41,2,0,40, >50K
41,14,1,40, <=50K
31,9,1,40, <=50K
32,13,0,40, <=50K
22,10,0,48, <=50K
22,6,0,40, <=50K
18,8,0,30, <=50K
39,13,0,30, <=50K
38,9,1,55, <=50K
35,9,0,40, <=50K
23,10,0,40, <=50K
54,13,0,40, >50K
36,14,0,60, >50K
63,9,0,55, <=50K
39,10,0,48, <=50K
57,10,0,60, >50K
58,15,0,50, >50K
29,13,1,40, <=50K
17,7,1,20, <=50K
40,9,0,40, <=50K
69,10,1,15, <=50K
28,6,1,40, <=50K
38,5,0,40, <=50K
44,15,0,40, >50K
45,15,1,40, <=50K
33,13,0,40, <=50K
41,10,0,40, >50K
37,9,0,60, >50K
50,10,0,45, >50K
48,13,0,50, <=50K
26,9,1,40, <=50K
36,10,0,60, >50K
21,10,1,37, <=50K
37,12,0,40, <=50K
20,10,1,20, <=50K
54,9,1,30, <=50K
28,9,1,40, <=50K
27,10,0,40, <=50K
33,11,1,40, <=50K
46,9,0,40, <=50K
28,7,1,58, <=50K
17,6,0,40, <=50K
40,15,0,45, >50K
47,14,0,40, >50K
44,2,1,40, <=50K
25,8,0,43, <=50K
35,13,0,55, <=50K
29,10,1,25, <=50K
30,9,0,40, <=50K
30,10,0,40, <=50K
56,4,1,40, <=50K
25,13,0,30, <=50K
28,9,0,40, <=50K
43,5,0,40, <=50K
47,9,0,60, >50K
46,13,0,40, <=50K
41,14,1,35, <=50K
38,12,1,33, >50K
29,9,0,40, <=50K
25,3,0,40, <=50K
56,7,0,45, <=50K
31,4,0,40, <=50K
22,7,0,40, <=50K
31,9,0,40, <=50K
28,10,1,40, <=50K
53,13,0,40, <=50K
45,14,1,50, >50K
71,1,0,10, <=50K
65,9,1,40, <=50K
39,9,0,50, >50K
19,9,1,40, <=50K
34,13,1,40, <=50K
36,9,0,45, <=50K
40,9,1,40, <=50K
90,10,1,40, <=50K
56,15,0,16, <=50K
21,9,1,40, <=50K
48,13,0,45, >50K
45,10,1,27, <=50K
46,9,0,40, >50K
64,6,1,35, <=50K
29,14,0,40, <=50K
22,9,1,30, <=50K
47,9,0,48, >50K
67,13,0,75, >50K
43,9,0,40, <=50K
42,10,0,40, <=50K
31,10,0,50, <=50K
53,7,1,40, <=50K
81,5,1,5, <=50K
33,9,1,40, <=50K
17,8,1,8, <=50K
55,15,0,50, >50K
28,9,0,30, <=50K
24,10,1,40, <=50K
40,9,1,45, <=50K
30,14,1,40, <=50K
24,7,1,40, <=50K
26,14,1,40, <=50K
38,10,1,38, <=50K
30,9,0,40, >50K
33,13,0,50, <=50K
40,9,0,60, >50K
63,9,0,98, <=50K
23,4,0,36, <=50K
56,9,0,40, <=50K
42,11,0,60, <=50K
40,9,0,40, <=50K
49,12,1,40, >50K
35,9,0,40, <=50K
52,9,1,35, <=50K
28,13,1,40, <=50K
35,6,0,70, <=50K
21,10,1,5, <=50K
43,9,0,35, <=50K
32,11,1,2, <=50K
29,15,0,50, >50K
23,13,0,25, <=50K
50,10,0,48, <=50K
34,10,0,40, <=50K
19,9,0,40, <=50K
47,7,1,40, <=50K
37,10,0,40, <=50K
25,9,1,35, <=50K
75,10,0,35, >50K
24,9,0,40, <=50K
28,13,0,20, <=50K
17,7,1,16, <=50K
31,9,0,40, <=50K
31,1,1,35, <=50K
18,9,0,10, <=50K
45,13,0,55, >50K
31,9,0,42, <=50K
27,13,0,42, >50K
48,10,1,38, <=50K
22,9,1,22, <=50K
34,13,0,30, <=50K
26,9,1,40, <=50K
53,10,0,40, <=50K
60,13,0,35, >50K
49,14,1,50, <=50K
40,10,1,40, <=50K
48,6,0,80, <=50K
23,13,0,50, <=50K
68,4,0,10, <=50K
42,11,0,40, >50K
37,9,0,85, <=50K
27,9,1,45, <=50K
38,10,0,44, >50K
27,9,0,35, <=50K
75,9,1,40, <=50K
49,13,0,52, >50K
27,10,0,20, <=50K
36,13,0,50, <=50K
36,13,0,45, >50K
35,9,0,35, <=50K
36,9,0,40, >50K
53,7,0,40, <=50K
27,10,1,40, <=50K
34,9,0,35, <=50K
61,10,0,44, >50K
29,9,0,56, <=50K
40,10,1,35, <=50K
37,14,0,40, >50K
22,5,0,30, <=50K
43,10,0,40, <=50K
55,9,0,30, <=50K
28,10,1,40, <=50K
23,13,1,30, <=50K
64,7,0,40, >50K
46,10,0,40, <=50K
29,10,0,40, <=50K
44,14,0,48, <=50K
20,10,0,25, <=50K
62,10,0,40, <=50K
49,11,1,35, <=50K
29,6,1,40, <=50K
35,13,0,60, <=50K
39,7,0,30, <=50K
39,13,0,45, <=50K
37,9,1,32, <=50K
38,9,0,30, <=50K
72,9,0,8, <=50K
31,4,0,40, <=50K
55,4,0,60, <=50K
38,10,1,40, <=50K
33,10,1,25, <=50K
25,12,1,40, <=50K
19,10,0,30, <=50K
37,11,1,52, <=50K
49,10,0,35, <=50K
26,9,0,40, <=50K
35,9,0,43, <=50K
44,9,1,60, <=50K
37,14,0,45, >50K
42,13,0,45, >50K
64,16,1,40, >50K
28,9,0,40, >50K
35,9,0,50, <=50K
40,13,0,40, <=50K
55,13,0,40, >50K
21,9,0,65, <=50K
49,10,1,40, <=50K
51,16,0,40, >50K
57,15,0,40, >50K
51,13,0,40, >50K
38,6,0,40, <=50K
24,9,1,32, <=50K
45,9,0,40, <=50K
28,9,0,45, <=50K
42,15,0,60, >50K
22,10,0,40, <=50K
28,14,0,40, <=50K
60,9,1,40, <=50K
31,9,1,40, <=50K
47,10,0,75, >50K
40,9,0,25, <=50K
30,9,0,60, <=50K
61,14,0,60, >50K
71,13,1,6, <=50K
42,9,1,40, <=50K
44,8,0,55, <=50K
46,10,0,60, >50K
50,15,1,52, >50K
27,13,0,9, <=50K
40,11,0,15, <=50K
21,10,1,40, <=50K
25,9,0,35, <=50K
61,3,0,56, <=50K
54,10,0,30, <=50K
31,13,0,40, <=50K
53,10,0,30, <=50K
39,12,0,55, >50K
57,15,0,50, >50K
48,13,1,44, <=50K
30,10,0,56, >50K
35,9,0,60, <=50K
42,9,0,50, <=50K
34,9,0,40, <=50K
59,9,0,40, >50K
69,6,0,20, <=50K
29,10,1,40, <=50K
40,9,0,40, <=50K
21,10,0,15, <=50K
40,12,1,40, <=50K
43,10,0,40, <=50K
36,9,0,40, <=50K
41,9,0,40, >50K
72,9,0,30, <=50K
20,10,0,30, <=50K
41,13,1,40, <=50K
34,10,0,50, <=50K
48,7,1,40, <=50K
27,9,1,40, <=50K
35,10,0,60, >50K
28,9,0,40, <=50K
27,9,0,40, <=50K
20,10,0,40, <=50K
18,10,1,15, <=50K
32,13,0,40, <=50K
38,14,0,60, >50K
23,10,0,40, <=50K
28,13,0,45, >50K
40,15,0,38, >50K
35,9,1,40, <=50K
74,10,0,40, <=50K
28,9,0,40, <=50K
23,10,0,30, <=50K
20,10,0,10, <=50K
44,9,1,56, <=50K
46,9,1,25, <=50K
20,10,0,40, <=50K
51,13,0,50, >50K
40,10,1,40, <=50K
48,15,0,40, >50K
60,5,0,84, <=50K
48,13,0,40, >50K
46,13,1,70, <=50K
48,13,0,40, >50K
22,9,1,35, <=50K
24,13,1,40, <=50K
45,10,1,40, <=50K
18,8,1,35, <=50K
39,9,0,40, <=50K
65,9,0,65, <=50K
22,10,1,40, <=50K
20,10,1,20, <=50K
28,10,0,40, <=50K
46,15,0,50, >50K
42,13,0,48, >50K
61,16,0,40, >50K
28,10,0,50, >50K
18,10,1,20, <=50K
24,13,0,40, <=50K
45,16,0,56, >50K
24,9,0,40, <=50K
44,13,0,50, >50K
20,10,0,30, <=50K
35,10,0,55, <=50K
52,13,0,60, <=50K
25,12,0,45, <=50K
19,3,0,36, <=50K
35,13,0,20, <=50K
54,10,1,40, <=50K
21,10,0,40, <=50K
26,9,1,40, >50K
42,11,1,40, <=50K
19,10,1,40, <=50K
55,14,0,50, >50K
44,9,0,40, <=50K
25,13,0,55, <=50K
26,10,0,40, <=50K
64,12,1,40, >50K
41,7,1,40, <=50K
25,10,0,40, <=50K
43,10,0,40, <=50K
45,9,0,48, >50K
48,13,0,44, >50K
60,9,0,40, <=50K
45,10,0,50, <=50K
51,6,0,40, >50K
37,9,1,40, <=50K
22,10,0,30, <=50K
44,9,0,65, >50K
27,9,0,50, <=50K
47,9,0,40, <=50K
32,14,0,40, >50K
40,13,0,50, >50K
41,9,0,40, <=50K
32,6,1,40, <=50K
26,13,1,40, <=50K
47,10,0,40, <=50K
55,9,0,45, <=50K
38,9,0,40, <=50K
24,13,0,15, <=50K
64,16,0,25, >50K
56,13,0,40, >50K
41,9,0,49, >50K
33,9,0,45, >50K
33,15,0,42, >50K
21,10,0,40, <=50K
59,9,0,40, <=50K
58,11,0,40, >50K
43,14,0,40, <=50K
21,9,0,40, <=50K
45,9,0,40, <=50K
53,9,1,50, >50K
41,15,0,50, >50K
27,6,1,40, <=50K
53,10,0,50, >50K
38,14,0,35, >50K
31,13,0,70, >50K
41,9,0,35, <=50K
22,10,1,40, <=50K
43,14,0,60, <=50K
41,10,0,40, <=50K
27,10,1,35, <=50K
41,10,0,40, <=50K
36,15,0,45, >50K
49,13,1,40, >50K
20,9,0,45, <=50K
58,9,1,45, <=50K
35,8,1,40, <=50K
30,9,0,40, >50K
21,9,0,40, <=50K
29,12,0,45, <=50K
40,9,1,40, <=50K
54,13,1,40, >50K
35,13,0,60, >50K
35,13,0,50, <=50K
40,13,1,40, <=50K
59,9,1,40, <=50K
43,10,0,50, <=50K
39,6,0,60, >50K
51,4,1,30, <=50K
71,10,1,60, <=50K
33,8,1,40, <=50K
28,9,0,35, <=50K
30,9,0,40, <=50K
20,3,0,40, <=50K
51,9,0,50, <=50K
39,9,1,40, >50K
62,10,0,40, >50K
37,9,0,60, <=50K
28,5,0,50, <=50K
23,9,0,48, <=50K
39,13,1,30, <=50K
50,13,0,65, >50K
31,4,0,40, <=50K
45,13,0,50, >50K
23,13,0,40, <=50K
47,6,0,40, <=50K
59,9,1,18, <=50K
32,12,0,40, <=50K
82,4,0,5, <=50K
49,13,0,55, >50K
74,9,0,17, <=50K
22,10,0,35, <=50K
32,10,0,55, <=50K
34,13,0,50, >50K
59,13,0,60, >50K
36,13,0,50, >50K
59,7,1,40, <=50K
47,13,0,70, >50K
53,9,0,45, <=50K
25,10,0,35, <=50K
44,13,0,65, <=50K
57,15,1,35, >50K
42,13,0,80, >50K
58,6,0,40, <=50K
39,13,0,40, <=50K
32,9,0,40, <=50K
45,4,0,48, <=50K
47,13,1,35, >50K
52,10,0,50, <=50K
56,2,0,25, <=50K
52,9,1,40, <=50K
34,9,1,35, <=50K
36,4,0,35, <=50K
41,9,0,40, <=50K
30,10,0,40, <=50K
44,13,0,40, <=50K
17,10,1,40, <=50K
34,10,1,40, <=50K
41,10,0,40, <=50K
29,9,0,40, <=50K
25,5,0,48, <=50K
42,13,0,40, <=50K
48,10,0,40, >50K
26,11,0,55, <=50K
64,9,1,40, >50K
46,13,0,45, <=50K
38,13,0,50, >50K
49,7,0,40, <=50K
23,10,1,20, <=50K
46,13,1,40, >50K
30,9,0,55, <=50K
49,9,0,40, >50K
47,11,0,40, <=50K
44,13,0,50, >50K
31,9,0,50, <=50K
19,9,0,50, <=50K
45,12,1,38, <=50K
34,13,0,40, >50K
26,9,0,40, <=50K
38,9,0,40, >50K
31,10,1,43, <=50K
36,12,0,50, <=50K
31,13,0,60, >50K
30,13,0,40, <=50K
37,9,0,40, >50K
30,13,0,50, >50K
21,9,1,30, <=50K
73,6,1,10, <=50K
38,14,0,40, >50K
30,6,0,50, <=50K
33,9,0,50, >50K
52,13,0,40, >50K
58,10,1,46, <=50K
34,14,1,50, <=50K
35,9,0,40, <=50K
59,9,0,40, >50K
45,13,1,40, <=50K
27,10,0,48, <=50K
31,16,0,50, >50K
45,10,0,50, <=50K
40,9,1,25, <=50K
27,15,0,40, <=50K
19,9,0,20, <=50K
29,3,0,25, <=50K
