ID,age,education,gender,hours-per-week
2631,51,10,0,50
2632,56,13,0,40
2633,45,9,0,40
2634,20,10,0,25
2635,30,10,0,40
2636,41,13,0,50
2637,23,9,0,40
2638,21,9,1,40
2639,36,9,1,50
2640,27,9,1,40
2641,33,13,0,45
2642,28,13,1,16
2643,46,12,0,40
2644,19,9,0,40
2645,39,9,0,40
2646,67,15,0,10
2647,40,11,0,42
2648,42,13,1,50
2649,47,11,0,40
2650,41,10,0,55
2651,78,13,0,20
2652,24,9,0,45
2653,51,9,0,60
2654,37,10,0,45
2655,34,10,1,40
2656,26,8,0,51
2657,34,9,0,55
2658,62,6,1,40
2659,60,9,0,40
2660,25,11,0,40
2661,63,10,0,45
2662,41,9,1,52
2663,46,9,0,70
2664,49,10,1,40
2665,22,10,0,10
2666,20,9,0,35
2667,58,9,0,30
2668,27,9,0,40
2669,74,9,0,40
2670,39,9,0,40
2671,19,10,0,10
2672,28,9,1,30
2673,39,9,0,65
2674,19,10,1,40
2675,68,11,0,40
2676,24,10,0,40
2677,54,1,0,60
2678,22,9,0,50
2679,25,9,0,80
2680,19,10,0,10
2681,61,5,0,40
2682,19,10,1,16
2683,46,14,0,40
2684,28,14,1,20
2685,27,10,1,40
2686,57,6,0,30
2687,40,13,0,60
2688,62,13,0,50
2689,43,13,1,55
2690,30,13,0,40
2691,19,9,1,26
2692,51,13,0,20
2693,43,10,0,50
2694,37,13,0,40
2695,47,10,1,30
2696,33,12,1,55
2697,31,10,0,55
2698,31,12,1,35
2699,20,10,1,25
2700,22,9,1,40
2701,51,10,1,50
2702,68,10,1,40
2703,33,10,0,40
2704,35,9,1,45
2705,53,9,0,40
2706,30,10,0,40
2707,18,10,1,15
2708,53,10,0,55
2709,33,4,0,40
2710,25,13,0,50
2711,41,9,0,38
2712,30,9,0,40
2713,22,6,1,40
2714,35,9,0,40
2715,21,9,0,35
2716,43,11,0,99
2717,32,10,1,40
2718,30,10,0,44
2719,29,10,1,40
2720,19,7,1,40
2721,18,9,0,40
2722,29,4,0,30
2723,28,13,0,45
2724,79,16,0,35
2725,29,13,0,40
2726,40,7,0,40
2727,52,13,0,50
2728,32,11,0,60
2729,18,6,0,40
2730,55,13,1,73
2731,23,9,1,40
2732,53,4,0,40
2733,47,13,1,50
2734,21,10,0,40
2735,66,14,0,50
2736,57,13,0,40
2737,25,3,0,40
2738,33,9,1,25
2739,28,14,1,55
2740,29,9,0,40
2741,34,9,0,60
2742,49,14,1,40
2743,36,8,0,50
2744,65,9,0,40
2745,76,13,0,10
2746,54,9,0,40
2747,29,13,0,40
2748,37,12,1,40
2749,33,10,0,41
2750,34,5,0,40
2751,51,9,0,40
2752,43,13,1,40
2753,22,10,0,42
2754,29,13,1,50
2755,32,10,0,40
2756,41,9,1,40
2757,46,10,1,40
2758,44,13,1,40
2759,20,10,1,30
2760,43,6,0,42
2761,28,13,0,40
2762,36,9,0,50
2763,45,13,0,37
2764,60,13,1,30
2765,49,14,0,40
2766,35,9,1,35
2767,42,13,0,40
2768,40,10,0,60
2769,46,11,0,42
2770,27,9,0,40
2771,35,14,0,40
2772,37,10,1,40
2773,22,7,0,45
2774,46,13,0,50
2775,32,10,1,40
2776,70,10,0,25
2777,51,13,1,43
2778,28,9,0,40
2779,29,10,0,36
2780,42,13,0,55
2781,33,9,0,60
2782,33,10,1,40
2783,45,9,0,55
2784,36,9,1,36
2785,24,10,1,75
2786,23,6,0,40
2787,36,9,1,28
2788,39,9,0,55
2789,30,9,0,40
2790,32,9,0,40
2791,28,13,0,21
2792,49,9,0,40
2793,28,9,0,30
2794,41,14,1,55
2795,40,13,0,45
2796,36,13,1,40
2797,51,9,0,55
2798,23,9,0,38
2799,31,7,0,40
2800,63,13,0,40
2801,33,9,0,43
2802,60,10,1,40
2803,43,3,1,40
2804,19,11,1,40
2805,23,11,1,40
2806,55,14,0,40
2807,52,13,0,40
2808,23,13,1,23
2809,42,13,0,50
2810,52,10,1,40
2811,46,12,0,40
2812,30,12,0,45
2813,28,9,0,40
2814,31,13,0,50
2815,28,9,0,60
2816,35,10,0,40
2817,63,9,0,40
2818,20,10,1,25
2819,46,9,0,40
2820,35,9,1,27
2821,44,2,0,10
2822,33,13,0,50
2823,55,4,0,50
2824,34,9,0,40
2825,64,1,0,40
2826,28,12,0,40
2827,28,13,0,40
2828,35,9,1,48
2829,31,9,0,40
2830,59,10,1,35
2831,46,9,1,30
2832,61,11,0,40
2833,22,9,1,40
2834,32,7,1,40
2835,58,9,0,25
2836,17,7,0,12
2837,18,10,0,60
2838,46,12,0,40
2839,44,10,0,35
2840,34,9,0,40
2841,42,14,1,60
2842,36,6,0,40
2843,47,11,0,50
2844,64,5,0,40
2845,55,9,1,40
2846,46,4,0,75
2847,37,10,0,40
2848,40,5,1,40
2849,31,13,0,40
2850,41,13,1,30
2851,55,16,0,60
2852,32,11,0,46
2853,53,9,1,40
2854,53,4,0,40
2855,41,15,0,45
2856,40,9,0,30
2857,19,9,1,30
2858,22,9,0,40
2859,22,10,1,37
2860,34,13,0,40
2861,25,9,1,38
2862,35,9,0,40
2863,52,10,0,40
2864,23,13,1,40
2865,48,9,0,43
2866,38,15,0,70
2867,32,10,1,20
2868,25,14,1,43
2869,45,9,1,40
2870,34,10,1,40
2871,48,13,0,6
2872,37,10,0,40
2873,27,12,0,40
2874,22,3,1,40
2875,31,10,1,40
2876,21,9,0,20
2877,29,9,0,40
2878,31,12,0,40
2879,19,9,0,40
2880,25,9,0,84
2881,20,10,1,20
2882,63,9,0,16
2883,43,9,1,40
2884,57,4,0,75
2885,56,15,0,45
2886,47,14,1,50
2887,51,2,0,40
2888,44,5,1,50
2889,30,10,1,60
2890,34,13,0,40
2891,42,14,0,40
2892,21,10,1,30
2893,58,9,1,20
2894,44,14,0,50
2895,54,9,0,35
2896,27,10,1,39
2897,65,7,0,40
2898,41,9,0,40
2899,47,14,0,40
2900,29,12,1,35
2901,36,10,1,40
2902,25,12,0,48
2903,60,11,1,15
2904,80,14,1,10
2905,27,12,0,40
2906,20,10,1,25
2907,76,5,0,13
2908,44,10,0,80
2909,25,13,0,40
2910,33,11,0,50
2911,66,15,0,50
2912,28,10,0,63
2913,50,12,1,40
2914,45,11,0,60
2915,18,7,1,16
2916,26,10,0,30
2917,57,13,0,20
2918,29,13,1,40
2919,21,9,0,32
2920,37,10,0,40
2921,54,9,0,65
2922,41,9,1,40
2923,46,11,0,60
2924,44,9,0,40
2925,63,10,0,40
2926,45,10,0,40
2927,33,10,1,50
2928,29,8,0,40
2929,50,11,0,55
2930,37,9,0,40
2931,61,9,0,63
2932,25,13,1,40
2933,45,10,1,40
2934,62,9,0,48
2935,19,10,0,30
2936,45,14,0,48
2937,33,13,0,40
2938,28,13,0,40
2939,37,10,1,36
2940,40,13,1,60
2941,39,14,1,65
2942,32,9,0,50
2943,39,12,0,40
2944,21,10,1,12
2945,39,13,0,35
2946,27,12,1,25
2947,46,11,1,45
2948,35,9,1,40
2949,46,13,1,40
2950,59,5,0,60
2951,41,10,0,46
2952,24,7,1,35
2953,57,10,0,40
2954,31,13,1,40
2955,31,10,0,35
2956,19,9,0,40
2957,63,13,1,25
2958,48,13,0,40
2959,48,9,0,48
2960,43,9,0,40
2961,20,9,1,40
2962,36,13,0,40
2963,19,8,0,20
2964,19,10,1,35
2965,19,9,0,20
2966,51,10,1,50
2967,30,9,0,50
2968,18,7,0,20
2969,42,11,0,37
2970,37,13,0,45
2971,32,9,1,40
2972,50,9,1,60
2973,47,4,1,35
2974,26,9,1,15
2975,29,11,0,50
2976,63,10,0,20
2977,41,4,1,40
2978,48,9,1,40
2979,22,13,1,7
2980,47,9,1,40
2981,46,13,0,40
2982,28,9,1,50
2983,69,9,0,40
2984,61,13,0,40
2985,18,10,1,20
2986,49,10,0,40
2987,44,12,1,99
2988,29,10,0,40
2989,39,14,1,18
2990,39,12,1,40
2991,34,9,0,60
2992,40,10,1,40
2993,33,12,0,60
2994,37,13,1,36
2995,36,10,0,44
2996,19,9,1,25
2997,56,9,0,40
2998,51,9,0,40
2999,53,10,1,40
3000,36,9,0,40
3001,44,13,1,40
3002,68,7,0,30
3003,33,9,0,40
3004,28,13,0,40
3005,26,9,0,35
3006,54,13,0,40
3007,21,10,1,35
3008,38,9,1,40
3009,45,14,1,1
3010,17,6,1,12
3011,26,10,0,20
3012,35,13,1,60
3013,33,10,0,40
3014,51,13,0,25
3015,42,11,1,40
3016,50,9,0,40
3017,37,10,0,60
3018,43,15,0,50
3019,44,9,1,24
3020,50,15,0,36
3021,26,9,1,30
3022,17,6,1,15
3023,32,10,0,40
3024,46,9,0,40
3025,25,13,1,20
3026,29,10,1,40
3027,50,13,1,40
3028,33,9,0,40
3029,38,13,0,55
3030,24,13,0,40
3031,32,9,0,25
3032,37,4,0,60
3033,67,13,0,8
3034,34,9,0,30
3035,37,9,0,45
3036,32,7,1,49
3037,26,9,0,52
3038,46,14,1,44
3039,41,9,0,40
3040,42,13,1,45
3041,19,10,1,38
3042,28,12,1,40
3043,46,16,0,60
3044,48,9,1,16
3045,35,9,0,40
3046,28,9,0,40
3047,36,9,0,20
3048,54,14,0,60
3049,40,14,1,30
3050,35,7,0,40
3051,47,6,0,65
3052,55,7,1,40
3053,28,9,0,40
3054,19,9,0,20
3055,26,6,1,40
3056,31,6,0,40
3057,21,9,0,40
3058,23,13,0,40
3059,46,14,0,50
3060,53,14,0,55
3061,28,7,0,40
3062,22,10,1,39
3063,36,10,0,52
3064,28,14,0,40
3065,43,9,0,40
3066,40,10,0,40
3067,34,6,0,45
3068,69,6,0,40
3069,41,9,0,40
3070,40,9,0,60
3071,37,9,0,40
3072,63,13,0,35
3073,37,11,0,40
3074,52,3,0,40
3075,24,9,0,40
3076,36,9,0,50
3077,55,9,0,50
3078,23,10,1,28
3079,25,10,0,40
3080,41,13,0,65
3081,38,6,0,45
3082,29,9,0,30
3083,30,10,0,40
3084,33,13,1,40
3085,42,11,1,32
3086,22,10,1,30
3087,34,13,0,50
3088,24,9,1,30
3089,51,9,0,40
3090,33,9,0,60
3091,41,10,0,40
3092,34,10,0,40
3093,31,13,0,40
3094,43,13,0,40
3095,19,9,1,50
3096,47,10,0,40
3097,23,12,0,30
3098,50,10,0,70
3099,22,11,0,30
3100,38,13,0,40
3101,19,10,1,20
3102,48,11,1,40
3103,24,9,1,32
3104,42,10,1,30
3105,31,9,0,40
3106,29,9,0,40
3107,32,14,0,40
3108,36,9,0,40
3109,71,6,0,8
3110,42,9,0,50
3111,25,9,1,40
3112,60,9,0,40
3113,47,10,0,50
3114,18,9,0,20
3115,35,9,1,4
3116,20,9,1,8
3117,26,9,0,40
3118,39,9,0,42
3119,35,9,0,60
3120,25,13,1,40
3121,25,9,0,42
3122,60,9,0,32
3123,71,14,1,40
3124,30,10,1,45
3125,23,9,0,40
3126,30,7,0,40
3127,28,9,0,48
3128,58,9,0,60
3129,29,11,1,40
3130,48,10,0,35
3131,61,13,1,40
3132,27,1,0,24
3133,54,10,1,30
3134,17,8,1,16
3135,53,10,0,45
3136,34,6,1,38
3137,37,3,1,40
3138,27,10,0,48
3139,56,10,0,40
3140,33,9,1,20
3141,18,7,0,40
3142,39,15,1,60
3143,44,13,0,40
3144,40,9,0,40
3145,35,9,0,40
3146,39,14,1,45
3147,39,14,1,50
3148,27,6,0,75
3149,31,9,0,60
3150,36,9,0,40
3151,43,10,0,43
3152,56,13,1,40
3153,34,7,0,40
3154,62,4,0,40
3155,26,11,1,35
3156,23,11,1,40
3157,19,9,0,24
3158,34,9,0,40
3159,20,10,1,18
3160,20,5,1,40
3161,57,13,0,40
3162,45,7,0,40
3163,20,5,0,40
3164,20,10,1,10
3165,24,13,1,50
3166,48,13,0,45
3167,59,10,0,43
3168,23,13,0,50
3169,57,9,0,50
3170,35,13,0,52
3171,41,13,1,30
3172,46,9,1,15
3173,33,9,0,70
3174,21,13,1,20
3175,47,10,0,44
3176,18,7,1,4
3177,47,9,0,9
3178,33,9,1,20
3179,26,13,0,48
3180,42,9,0,16
3181,30,9,0,50
3182,23,10,1,24
3183,35,8,0,40
3184,50,4,0,40
3185,38,13,1,40
3186,25,13,0,40
3187,41,13,0,40
3188,27,9,0,40
3189,34,11,0,40
3190,37,9,0,60
3191,26,4,0,75
3192,21,10,1,8
3193,58,9,1,40
3194,24,13,1,40
3195,28,13,0,45
3196,41,14,1,36
3197,36,10,1,40
3198,33,10,0,40
3199,49,13,0,48
3200,54,9,1,35
3201,35,10,0,60
3202,66,10,1,40
3203,40,10,1,40
3204,56,13,0,45
3205,36,9,0,45
3206,48,9,1,38
3207,34,16,0,45
3208,28,12,1,40
3209,56,5,0,40
3210,39,13,0,40
3211,62,10,1,39
3212,42,5,0,40
3213,36,9,0,44
3214,50,9,0,38
3215,23,10,1,40
3216,66,9,0,30
3217,37,6,1,40
3218,21,10,0,40
3219,20,9,0,70
3220,27,12,1,40
3221,22,9,0,40
3222,47,14,0,47
3223,65,10,1,38
3224,42,15,0,38
3225,59,9,1,40
3226,28,9,1,25
3227,26,10,1,48
3228,20,10,1,25
3229,38,9,0,50
3230,33,9,1,40
3231,35,13,0,40
3232,36,6,1,40
3233,50,12,0,20
3234,22,10,0,40
3235,31,6,0,40
3236,22,6,0,30
3237,56,9,0,40
3238,56,12,1,40
3239,33,9,0,40
3240,38,15,0,35
3241,22,10,0,30
3242,30,13,0,50
3243,20,10,1,35
3244,24,10,0,30
3245,36,9,0,47
3246,21,10,1,15
3247,32,9,0,40
3248,44,9,0,40
3249,21,9,0,35
3250,44,9,0,25
3251,50,14,0,40
3252,33,16,0,60
3253,17,10,0,20
3254,72,10,0,25
3255,54,13,0,40
3256,39,10,0,55
3257,30,12,1,50
3258,42,16,1,40
3259,30,9,0,60
3260,63,10,1,60
3261,20,10,0,60
3262,23,13,1,40
3263,27,2,0,35
3264,67,10,1,40
3265,22,10,1,24
3266,56,9,0,45
3267,49,13,0,40
3268,65,9,0,8
3269,35,9,0,25
3270,61,9,1,40
3271,33,4,0,40
3272,41,13,0,40
3273,20,10,1,32
3274,46,11,0,50
3275,47,6,1,30
3276,25,13,0,40
3277,62,14,1,24
3278,27,9,1,40
3279,30,9,0,40
3280,51,9,0,40
3281,39,9,0,40
3282,57,10,0,40
3283,17,7,0,10
3284,44,9,0,60
3285,42,12,1,24
3286,24,13,1,30
3287,42,9,0,60
3288,27,7,0,40
3289,27,10,1,30
3290,20,7,0,40
3291,40,13,1,40
3292,21,9,0,55
3293,49,4,0,48
3294,64,14,0,50
3295,50,12,0,60
3296,17,6,0,10
3297,20,10,1,15
3298,64,13,0,50
3299,27,9,1,40
3300,25,10,1,50
3301,28,10,0,40
3302,23,9,0,45
3303,33,9,1,40
3304,29,11,0,40
3305,21,10,0,40
3306,40,9,1,35
3307,33,13,1,30
3308,45,14,1,50
3309,48,12,0,50
3310,37,9,0,50
3311,54,16,0,50
3312,32,11,1,45
3313,28,9,0,45
3314,36,10,0,45
3315,38,10,1,40
3316,19,6,1,30
3317,26,11,0,55
3318,19,9,0,40
3319,27,13,0,40
3320,37,10,1,20
3321,25,9,0,45
3322,33,5,0,50
3323,46,16,1,50
3324,37,10,0,40
3325,28,9,0,40
3326,60,9,1,32
3327,65,13,0,15
3328,34,9,1,30
3329,17,8,1,15
3330,47,10,1,60
3331,55,16,0,80
3332,33,2,0,40
3333,30,9,0,72
3334,40,5,0,40
3335,67,13,0,60
3336,64,9,1,25
3337,63,13,0,40
3338,47,12,0,40
3339,43,13,1,35
3340,19,10,0,25
3341,31,9,0,40
3342,31,10,0,45
3343,17,7,0,45
3344,57,9,1,40
3345,47,9,1,32
3346,32,10,0,40
3347,60,10,0,40
3348,25,12,0,20
3349,27,9,1,40
3350,43,13,1,40
3351,37,2,0,85
3352,35,10,0,45
3353,52,10,0,60
3354,46,12,0,40
3355,38,10,0,44
3356,39,9,1,40
3357,56,14,0,50
3358,69,5,0,40
3359,22,9,0,30
3360,51,9,0,40
3361,20,10,1,40
3362,38,9,0,40
3363,25,6,0,45
3364,46,6,1,25
3365,52,9,0,48
3366,54,10,0,40
3367,27,13,0,40
3368,27,13,0,40
3369,40,10,0,50
3370,31,10,0,40
3371,24,4,0,50
3372,29,12,0,60
3373,48,16,0,40
3374,56,13,0,60
3375,21,10,1,9
3376,31,10,1,52
3377,42,4,0,40
3378,23,10,1,24
3379,75,16,0,20
3380,36,9,1,40
3381,20,9,0,35
3382,34,13,0,38
3383,47,10,0,20
3384,38,10,0,40
3385,52,9,0,55
3386,28,9,1,50
3387,22,13,1,12
3388,45,9,0,8
3389,41,9,0,40
3390,18,7,0,25
3391,59,13,0,40
3392,41,9,1,43
3393,63,5,0,16
3394,23,12,0,60
3395,59,13,0,43
3396,30,11,0,40
3397,32,9,0,40
3398,33,9,1,40
3399,19,10,1,20
3400,29,14,0,40
3401,46,9,0,50
3402,58,11,1,40
3403,48,9,0,45
3404,27,13,0,40
3405,46,14,0,40
3406,20,9,0,40
3407,60,12,0,24
3408,36,13,0,50
3409,38,13,0,40
3410,32,10,0,40
3411,42,10,0,60
3412,22,9,1,40
3413,38,9,0,40
3414,39,11,0,48
3415,26,10,1,40
3416,45,13,0,40
3417,61,9,1,5
3418,20,10,1,12
3419,58,10,0,60
3420,44,10,0,40
3421,25,13,0,40
3422,26,15,0,50
3423,41,10,1,32
3424,22,10,1,43
3425,33,9,0,45
3426,63,9,0,40
3427,31,9,0,40
3428,24,10,1,40
3429,25,9,1,40
3430,31,10,0,56
3431,29,9,0,40
3432,23,4,0,36
3433,25,9,0,28
3434,49,9,0,40
3435,63,13,1,40
3436,61,10,0,18
3437,32,10,0,38
3438,24,10,0,45
3439,35,9,1,40
3440,29,10,0,55
3441,40,10,0,40
3442,22,10,1,30
3443,45,10,0,50
3444,23,13,0,24
3445,19,10,0,16
3446,29,10,0,37
3447,35,14,0,40
3448,55,7,0,40
3449,48,12,1,40
3450,64,14,0,2
3451,26,5,0,35
3452,55,9,0,45
3453,27,10,0,60
3454,51,9,1,40
3455,68,9,0,20
3456,41,11,0,40
3457,47,4,0,60
3458,23,5,0,40
3459,38,15,0,45
3460,28,9,1,52
3461,36,10,0,45
3462,39,10,0,40
3463,69,10,1,20
3464,38,10,0,50
3465,30,10,1,55
3466,47,13,0,60
3467,47,11,1,40
3468,27,9,1,40
3469,39,10,1,35
3470,41,9,1,60
3471,59,10,0,40
3472,32,10,0,40
3473,23,13,0,40
3474,48,10,1,40
3475,34,15,0,50
3476,21,10,0,40
3477,24,13,0,40
3478,39,9,0,18
3479,29,9,0,55
3480,49,9,1,40
3481,58,7,0,48
3482,37,13,0,50
3483,33,10,1,40
3484,37,11,0,40
3485,20,9,0,40
3486,31,11,0,43
3487,39,10,1,40
3488,45,10,0,40
3489,63,11,0,40
3490,27,6,0,40
3491,43,9,0,30
3492,36,9,0,30
3493,41,9,1,40
3494,23,5,0,39
3495,31,12,0,45
3496,40,16,1,40
3497,47,4,0,40
3498,33,9,0,48
3499,25,4,0,45
3500,39,9,1,38
3501,45,5,0,40
3502,33,10,1,40
3503,43,10,0,40
3504,23,10,0,30
3505,37,13,0,55
3506,59,6,0,40
3507,21,10,1,25
3508,23,10,0,30
3509,29,12,0,50
3510,44,9,0,40
3511,31,9,0,18
3512,49,7,0,40
3513,20,9,1,40
3514,30,9,0,40
3515,41,13,0,40
3516,34,8,1,40
3517,55,9,0,40
3518,42,15,0,50
3519,58,14,0,50
3520,23,9,0,44
3521,51,9,1,38
3522,26,13,0,50
3523,24,10,0,45
3524,60,14,0,50
3525,38,5,0,40
3526,53,12,1,40
3527,39,14,0,50
3528,33,9,0,35
3529,32,13,0,40
3530,50,14,1,40
3531,33,10,0,70
3532,55,9,1,40
3533,40,9,1,48
3534,71,15,0,2
3535,43,9,0,45
3536,20,10,1,40
3537,28,13,0,18
3538,52,11,1,60
3539,39,10,1,60
3540,36,7,1,40
3541,23,9,0,55
3542,34,10,0,40
3543,29,9,1,40
3544,36,10,0,48
3545,34,10,0,45
3546,48,9,0,40
3547,38,10,0,45
3548,33,9,1,40
3549,44,13,0,12
3550,30,12,0,40
3551,17,6,0,40
3552,33,9,0,56
3553,19,4,0,32
3554,35,9,1,40
3555,18,6,0,40
3556,41,9,0,44
3557,24,10,0,56
3558,62,4,1,40
3559,25,9,1,25
3560,44,10,0,50
3561,46,10,0,40
3562,18,10,1,20
3563,22,10,0,12
3564,45,9,0,40
3565,34,9,0,40
3566,29,14,0,36
3567,32,9,0,72
3568,54,1,1,40
3569,28,10,0,40
3570,57,10,0,40
3571,48,12,0,50
3572,26,10,1,15
3573,41,9,1,40
3574,29,9,0,40
3575,31,10,0,40
3576,48,13,0,45
3577,50,6,1,50
3578,44,9,0,20
3579,53,14,0,40
3580,33,9,0,50
3581,30,13,0,70
3582,42,4,0,25
3583,20,10,1,15
3584,33,13,0,40
3585,47,9,0,90
3586,57,3,0,40
3587,49,5,0,45
3588,51,13,0,45
3589,55,9,1,40
3590,18,7,1,24
3591,30,9,0,40
3592,27,13,1,40
3593,42,9,0,40
3594,51,5,1,40
3595,31,13,1,40
3596,67,10,0,40
3597,23,9,0,40
3598,19,9,0,40
3599,21,9,0,40
3600,36,9,0,40
3601,32,9,1,20
3602,47,9,1,40
3603,49,9,1,40
3604,18,8,1,24
3605,35,6,0,50
3606,43,9,0,40
3607,46,11,1,63
3608,47,10,1,40
3609,74,9,1,40
3610,55,10,0,40
3611,37,9,0,46
